  image_id,x_1,y_1,width,height,category,split
000224.jpg,107,50,130,180,0,train
000225.jpg,139,76,122,169,0,train
000226.jpg,80,34,203,281,0,train
000227.jpg,95,43,142,218,0,train
000228.jpg,66,62,109,151,0,train
000229.jpg,41,59,250,346,0,train
000230.jpg,55,41,146,201,0,train
000231.jpg,136,116,322,446,0,train
000232.jpg,202,59,143,198,0,train
000233.jpg,149,50,161,223,0,train
000234.jpg,2,28,109,151,0,train
000235.jpg,43,115,177,245,0,train
000236.jpg,111,67,96,133,0,train
000237.jpg,138,71,172,238,0,train
000238.jpg,270,46,255,353,0,train
000239.jpg,879,903,1646,2279,0,train
000240.jpg,131,107,114,158,0,train
000241.jpg,148,112,135,187,0,train
000242.jpg,657,117,296,410,0,train
000243.jpg,65,88,187,259,0,train
000244.jpg,148,26,107,148,0,train
000245.jpg,39,37,68,94,0,train
000246.jpg,100,25,104,144,0,train
000247.jpg,86,95,166,230,0,train
000248.jpg,166,59,88,122,0,train
000249.jpg,196,81,130,180,0,train
000250.jpg,14,21,205,284,0,train
000251.jpg,485,42,190,263,0,train
000252.jpg,236,91,239,331,0,train
000253.jpg,131,84,315,383,0,train
000254.jpg,384,122,270,374,0,train
000255.jpg,70,85,286,396,0,train
000256.jpg,99,90,161,223,0,train
000257.jpg,98,78,237,328,0,train
000258.jpg,591,121,263,364,0,train
000259.jpg,102,66,130,180,0,train
000260.jpg,65,28,125,173,0,train
000261.jpg,522,86,390,540,0,train
000262.jpg,297,39,78,108,0,train
000263.jpg,77,38,99,137,0,train
000264.jpg,54,76,213,295,0,train
000265.jpg,105,66,166,230,0,train
000266.jpg,59,26,359,471,0,train
000267.jpg,188,245,694,961,0,train
000268.jpg,84,95,127,176,0,train
000269.jpg,142,104,148,205,0,train
000270.jpg,82,49,153,212,0,train
000271.jpg,103,93,276,382,0,train
000272.jpg,24,72,203,245,0,train
000273.jpg,76,70,257,356,0,train
000274.jpg,47,41,120,166,0,train
000275.jpg,115,46,138,191,0,train
000276.jpg,52,71,174,241,0,train
000277.jpg,78,106,174,241,0,train
000278.jpg,25,31,81,112,0,train
000279.jpg,8,41,153,212,0,train
000280.jpg,23,35,127,176,0,train
000281.jpg,192,140,694,961,0,train
000282.jpg,28,29,127,176,0,train
000283.jpg,95,43,117,162,0,train
000284.jpg,107,38,78,108,0,train
000285.jpg,107,25,185,256,0,train
000286.jpg,86,60,164,227,0,train
000287.jpg,237,50,164,227,0,train
000288.jpg,41,40,88,122,0,train
000289.jpg,156,97,312,432,0,train
000290.jpg,146,37,216,299,0,train
000291.jpg,429,330,1482,2052,0,train
000292.jpg,46,80,182,252,0,train
000293.jpg,324,145,109,151,0,train
000294.jpg,228,105,374,518,0,train
000295.jpg,7,45,127,176,0,train
000296.jpg,108,69,164,227,0,train
000297.jpg,68,77,190,263,0,train
000298.jpg,50,66,99,137,0,train
000299.jpg,23,28,185,248,0,train
000300.jpg,42,78,156,216,0,train
000301.jpg,96,69,185,256,0,train
000302.jpg,81,83,138,191,0,train
000303.jpg,205,69,166,230,0,train
000304.jpg,79,66,296,410,0,train
000305.jpg,98,141,211,292,0,train
000306.jpg,75,50,320,443,0,train
000307.jpg,104,101,198,274,0,train
000308.jpg,318,74,125,173,0,train
000309.jpg,187,76,122,169,0,train
000310.jpg,39,71,224,310,0,train
000311.jpg,107,45,307,425,0,train
000312.jpg,91,110,198,274,0,train
000313.jpg,50,36,65,90,0,train
000314.jpg,9,1,114,151,0,train
000315.jpg,59,42,91,126,0,train
000316.jpg,126,26,172,238,0,train
000317.jpg,98,80,135,187,0,train
000318.jpg,54,46,120,166,0,train
000319.jpg,359,63,198,274,0,train
000320.jpg,37,54,198,274,0,train
000321.jpg,142,68,112,155,0,train
000322.jpg,63,80,159,220,0,train
000323.jpg,659,117,393,544,0,train
000324.jpg,152,38,109,151,0,train
000325.jpg,76,51,127,176,0,train
000326.jpg,200,62,156,216,0,train
000327.jpg,57,36,55,76,0,train
000328.jpg,161,62,117,162,0,train
000329.jpg,44,28,81,112,0,train
000330.jpg,37,50,117,162,0,train
000331.jpg,272,71,122,169,0,train
000332.jpg,157,109,247,342,0,train
000333.jpg,44,21,117,162,0,train
000334.jpg,150,61,203,281,0,train
000335.jpg,33,70,252,314,0,train
000336.jpg,133,49,179,248,0,train
000337.jpg,141,155,257,356,0,train
000338.jpg,94,42,104,144,0,train
000339.jpg,141,36,62,86,0,train
000340.jpg,88,75,174,241,0,train
000341.jpg,74,111,268,371,0,train
000342.jpg,162,97,117,162,0,train
000343.jpg,174,97,270,374,0,train
000344.jpg,60,1,307,346,0,train
000345.jpg,308,43,143,198,0,train
000346.jpg,110,65,216,299,0,train
000347.jpg,103,30,194,277,0,train
000348.jpg,647,398,918,1271,0,train
000349.jpg,84,67,120,166,0,train
000350.jpg,55,57,133,184,0,train
000351.jpg,148,53,216,299,0,train
000352.jpg,112,129,315,436,0,train
000353.jpg,137,47,135,187,0,train
000354.jpg,140,68,156,216,0,train
000355.jpg,274,41,390,540,0,train
000356.jpg,376,58,218,302,0,train
000357.jpg,140,167,302,418,0,train
000358.jpg,221,22,101,140,0,train
000359.jpg,77,89,203,281,0,train
000360.jpg,90,112,179,248,0,train
000361.jpg,249,24,185,256,0,train
000362.jpg,84,72,234,324,0,train
000363.jpg,20,57,205,284,0,train
000364.jpg,103,77,153,212,0,train
000365.jpg,44,112,291,403,0,train
000366.jpg,232,40,125,173,0,train
000367.jpg,25,57,138,191,0,train
000368.jpg,120,49,96,133,0,train
000369.jpg,46,51,109,151,0,train
000370.jpg,135,36,127,176,0,train
000371.jpg,200,119,356,493,0,train
000372.jpg,72,47,146,202,0,train
000373.jpg,451,64,174,241,0,train
000374.jpg,56,32,221,306,0,train
000375.jpg,114,187,372,515,0,train
000376.jpg,228,21,151,209,0,train
000377.jpg,92,56,179,248,0,train
000378.jpg,192,87,109,151,0,train
000379.jpg,239,71,133,184,0,train
000380.jpg,89,94,208,288,0,train
000381.jpg,392,211,361,500,0,train
000382.jpg,74,51,143,198,0,train
000383.jpg,17,67,315,420,0,train
000384.jpg,216,63,130,180,0,train
000385.jpg,255,15,153,212,0,train
000386.jpg,144,38,148,205,0,train
000387.jpg,133,98,101,140,0,train
000388.jpg,128,76,182,252,0,train
000389.jpg,54,54,135,187,0,train
000390.jpg,105,12,117,162,0,train
000391.jpg,240,38,107,148,0,train
000392.jpg,54,132,359,497,0,train
000393.jpg,178,70,112,155,0,train
000394.jpg,152,74,138,191,0,train
000395.jpg,461,203,393,544,0,train
000396.jpg,86,65,146,202,0,train
000397.jpg,141,88,185,256,0,train
000398.jpg,51,67,255,314,0,train
000399.jpg,30,81,304,416,0,train
000400.jpg,41,19,83,115,0,train
000401.jpg,68,60,260,339,0,train
000402.jpg,82,25,146,202,0,train
000403.jpg,58,33,159,220,0,train
000404.jpg,119,66,99,137,0,train
000405.jpg,480,291,655,907,0,train
000406.jpg,165,140,255,353,0,train
000407.jpg,101,24,99,137,0,train
000408.jpg,91,186,304,415,0,train
000409.jpg,77,52,179,248,0,train
000410.jpg,41,65,68,94,0,train
000411.jpg,85,72,140,194,0,train
000412.jpg,104,62,237,328,0,train
000413.jpg,127,149,270,348,0,train
000414.jpg,73,35,211,292,0,train
000415.jpg,240,217,398,551,0,train
000416.jpg,122,9,91,126,0,train
000417.jpg,134,48,112,184,0,train
000418.jpg,17,40,130,180,0,train
000419.jpg,93,44,153,212,0,train
000420.jpg,146,75,146,202,0,train
000421.jpg,196,42,151,209,0,train
000422.jpg,101,43,172,238,0,train
000423.jpg,69,63,190,263,0,train
000424.jpg,79,71,169,234,0,train
000425.jpg,139,49,224,310,0,train
000426.jpg,84,47,146,202,0,train
000427.jpg,35,24,99,137,0,train
000428.jpg,60,67,107,148,0,train
000429.jpg,191,143,107,148,0,train
000430.jpg,363,125,231,320,0,train
000431.jpg,107,168,398,551,0,train
000432.jpg,273,286,387,536,0,train
000433.jpg,163,64,120,166,0,train
000434.jpg,259,178,387,536,0,train
000435.jpg,69,77,172,238,0,train
000436.jpg,97,78,169,234,0,train
000437.jpg,31,52,172,238,0,train
000438.jpg,27,53,78,108,0,train
000439.jpg,42,27,161,223,0,train
000440.jpg,16,21,62,86,0,train
000441.jpg,102,111,133,184,0,train
000442.jpg,531,89,575,796,0,train
000443.jpg,190,62,244,338,0,train
000444.jpg,180,147,354,490,0,train
000445.jpg,388,105,273,378,0,train
000446.jpg,48,125,237,328,0,train
000447.jpg,179,158,151,209,0,train
000448.jpg,64,47,283,392,0,train
000449.jpg,66,78,185,256,0,train
000450.jpg,124,45,218,302,0,train
000451.jpg,139,99,203,281,0,train
000452.jpg,88,90,135,187,0,train
000453.jpg,138,163,114,158,0,train
000454.jpg,147,71,113,187,0,train
000455.jpg,91,93,153,212,0,train
000456.jpg,145,54,177,245,0,train
000457.jpg,86,73,203,281,0,train
000458.jpg,73,158,151,209,0,train
000459.jpg,280,252,642,889,0,train
000460.jpg,163,71,255,353,0,train
000461.jpg,94,48,185,256,0,train
000462.jpg,85,94,164,227,0,train
000463.jpg,179,28,101,140,0,train
000464.jpg,151,29,112,155,0,train
000465.jpg,240,48,120,166,0,train
000466.jpg,90,118,177,245,0,train
000467.jpg,93,64,120,166,0,train
000468.jpg,504,517,250,346,0,train
000469.jpg,70,73,213,295,0,train
000470.jpg,103,19,99,137,0,train
000471.jpg,69,100,182,252,0,train
000472.jpg,122,59,109,151,0,train
000473.jpg,88,54,192,266,0,train
000474.jpg,99,25,86,119,0,train
000475.jpg,189,3,190,263,0,train
000476.jpg,138,66,148,205,0,train
000477.jpg,15,28,101,140,0,train
000478.jpg,221,56,166,230,0,train
000479.jpg,159,42,138,191,0,train
000480.jpg,98,47,187,259,0,train
000481.jpg,138,206,655,907,0,train
000482.jpg,358,50,195,270,0,train
000483.jpg,104,73,68,94,0,train
000484.jpg,154,93,156,216,0,train
000485.jpg,193,63,161,223,0,train
000486.jpg,89,80,146,202,0,train
000487.jpg,55,69,231,320,0,train
000488.jpg,105,86,182,252,0,train
000489.jpg,114,112,234,324,0,train
000490.jpg,200,182,205,284,0,train
000491.jpg,212,92,185,288,0,train
000492.jpg,103,118,226,313,0,train
000493.jpg,51,52,164,227,0,train
000494.jpg,195,92,286,396,0,train
000495.jpg,84,134,221,306,0,train
000496.jpg,117,75,96,133,0,train
000497.jpg,187,66,265,367,0,train
000498.jpg,58,70,174,241,0,train
000499.jpg,144,42,138,191,0,train
000500.jpg,56,89,205,284,0,train
000501.jpg,147,60,192,266,0,train
000502.jpg,283,59,218,302,0,train
000503.jpg,228,91,369,511,0,train
000504.jpg,93,88,187,259,0,train
000505.jpg,56,51,211,292,0,train
000506.jpg,92,83,177,245,0,train
000507.jpg,92,54,234,324,0,train
000508.jpg,195,77,221,306,0,train
000509.jpg,15,51,65,90,0,train
000510.jpg,119,128,177,245,0,train
000511.jpg,55,35,78,108,0,train
000512.jpg,13,51,302,418,0,train
000513.jpg,73,61,172,238,0,train
000514.jpg,992,440,559,774,0,train
000515.jpg,40,91,237,328,0,train
000516.jpg,105,84,216,299,0,train
000517.jpg,70,45,94,130,0,train
000518.jpg,120,76,211,292,0,train
000519.jpg,375,444,785,1087,0,train
000520.jpg,157,15,130,180,0,train
000521.jpg,21,73,299,414,0,train
000522.jpg,125,99,190,263,0,train
000523.jpg,42,92,101,140,0,train
000524.jpg,120,144,255,353,0,train
000525.jpg,23,41,62,86,0,train
000526.jpg,130,63,234,324,0,train
000527.jpg,140,88,187,259,0,train
000528.jpg,56,80,174,241,0,train
000529.jpg,411,52,185,256,0,train
000530.jpg,189,17,122,169,0,train
000531.jpg,132,53,96,133,0,train
000532.jpg,174,65,109,151,0,train
000533.jpg,75,16,140,194,0,train
000534.jpg,628,138,276,382,0,train
000535.jpg,13,112,174,241,0,train
000536.jpg,739,150,504,698,0,train
000537.jpg,85,37,161,223,0,train
000538.jpg,231,70,143,198,0,train
000539.jpg,96,54,166,230,0,train
000540.jpg,58,78,218,302,0,train
000541.jpg,93,76,192,266,0,train
000542.jpg,206,89,234,324,0,train
000543.jpg,101,63,205,261,0,train
000544.jpg,438,99,299,414,0,train
000545.jpg,430,371,1799,2491,0,train
000546.jpg,135,65,112,155,0,train
000547.jpg,151,31,159,220,0,train
000548.jpg,256,63,143,198,0,train
000549.jpg,42,87,341,472,0,train
000550.jpg,29,13,416,576,0,train
000551.jpg,74,65,130,180,0,train
000552.jpg,84,66,172,238,0,train
000553.jpg,128,107,216,299,0,train
000554.jpg,1,37,205,284,0,train
000555.jpg,72,20,122,169,0,train
000556.jpg,75,68,203,281,0,train
000557.jpg,526,285,304,421,0,train
000558.jpg,20,22,102,134,0,train
000559.jpg,88,68,96,133,0,train
000560.jpg,16,22,135,168,0,train
000561.jpg,87,90,195,270,0,train
000562.jpg,231,40,99,137,0,train
000563.jpg,72,27,161,223,0,train
000564.jpg,94,53,174,241,0,train
000565.jpg,685,155,315,436,0,train
000566.jpg,124,90,151,209,0,train
000567.jpg,367,91,213,295,0,train
000568.jpg,39,65,161,223,0,train
000569.jpg,114,52,114,158,0,train
000570.jpg,51,41,231,320,0,train
000571.jpg,186,44,117,162,0,train
000572.jpg,293,58,91,126,0,train
000573.jpg,131,61,111,169,0,train
000574.jpg,165,46,94,130,0,train
000575.jpg,108,47,166,230,0,train
000576.jpg,86,32,140,194,0,train
000577.jpg,107,6,192,248,0,train
000578.jpg,46,54,216,299,0,train
000579.jpg,1,50,122,169,0,train
000580.jpg,523,121,265,367,0,train
000581.jpg,192,49,107,148,0,train
000582.jpg,131,73,148,205,0,train
000583.jpg,109,51,177,245,0,train
000584.jpg,101,18,161,223,0,train
000585.jpg,48,88,294,407,0,train
000586.jpg,136,121,195,270,0,train
000587.jpg,72,126,166,230,0,train
000588.jpg,159,52,125,173,0,train
000589.jpg,98,98,169,234,0,train
000590.jpg,281,129,133,184,0,train
000591.jpg,36,51,250,322,0,train
000592.jpg,76,71,226,306,0,train
000593.jpg,167,23,164,227,0,train
000594.jpg,145,98,200,277,0,train
000595.jpg,234,64,187,259,0,train
000596.jpg,41,23,109,151,0,train
000597.jpg,106,52,127,176,0,train
000598.jpg,165,56,120,166,0,train
000599.jpg,247,103,320,443,0,train
000600.jpg,201,299,543,721,0,train
000601.jpg,106,33,101,140,0,train
000602.jpg,162,115,81,112,0,train
000603.jpg,227,168,140,194,0,train
000604.jpg,42,61,192,266,0,train
000605.jpg,44,105,239,331,0,train
000606.jpg,120,52,122,169,0,train
000607.jpg,1754,125,764,1058,0,train
000608.jpg,50,65,190,263,0,train
000609.jpg,460,53,244,338,0,train
000610.jpg,187,138,138,191,0,train
000611.jpg,233,64,161,223,0,train
000612.jpg,232,32,140,194,0,train
000613.jpg,33,30,81,112,0,train
000614.jpg,1205,110,246,407,0,train
000615.jpg,711,587,1186,1642,0,train
000616.jpg,110,88,179,248,0,train
000617.jpg,75,92,169,234,0,train
000618.jpg,360,74,289,400,0,train
000619.jpg,105,58,114,158,0,train
000620.jpg,15,32,86,119,0,train
000621.jpg,60,37,75,104,0,train
000622.jpg,41,118,281,389,0,train
000623.jpg,157,75,172,238,0,train
000624.jpg,86,54,244,338,0,train
000625.jpg,62,18,68,94,0,train
000626.jpg,221,40,109,151,0,train
000627.jpg,181,66,109,151,0,train
000628.jpg,262,123,122,169,0,train
000629.jpg,121,97,278,385,0,train
000630.jpg,45,47,83,115,0,train
000631.jpg,112,44,109,151,0,train
000632.jpg,402,319,317,439,0,train
000633.jpg,84,71,179,248,0,train
000634.jpg,442,77,151,209,0,train
000635.jpg,45,41,70,97,0,train
000636.jpg,56,44,133,184,0,train
000637.jpg,104,68,252,349,0,train
000638.jpg,88,52,135,187,0,train
000639.jpg,127,73,250,346,0,train
000640.jpg,111,96,172,238,0,train
000641.jpg,65,61,159,220,0,train
000642.jpg,59,76,99,137,0,train
000643.jpg,173,92,148,205,0,train
000644.jpg,149,135,133,184,0,train
000645.jpg,139,64,148,205,0,train
000646.jpg,420,169,460,637,0,train
000647.jpg,104,99,190,263,0,train
000648.jpg,409,448,120,166,0,train
000649.jpg,176,51,166,230,0,train
000650.jpg,62,98,151,209,0,train
000651.jpg,158,106,372,515,0,train
000652.jpg,48,59,263,364,0,train
000653.jpg,106,68,99,137,0,train
000654.jpg,126,42,242,335,0,train
000655.jpg,43,82,208,288,0,train
000656.jpg,146,94,260,360,0,train
000657.jpg,51,28,42,58,0,train
000658.jpg,98,27,156,216,0,train
000659.jpg,83,90,211,292,0,train
000660.jpg,50,39,81,112,0,train
000661.jpg,117,80,172,238,0,train
000662.jpg,160,73,164,227,0,train
000663.jpg,157,35,135,187,0,train
000664.jpg,212,29,151,209,0,train
000665.jpg,255,181,351,486,0,train
000666.jpg,111,66,133,184,0,train
000667.jpg,124,104,182,252,0,train
000668.jpg,127,104,156,216,0,train
000669.jpg,810,190,273,378,0,train
000670.jpg,41,146,104,144,0,train
000671.jpg,61,54,120,166,0,train
000672.jpg,105,57,172,238,0,train
000673.jpg,303,63,317,439,0,train
000674.jpg,457,110,736,908,0,train
000675.jpg,349,1,432,598,0,train
000676.jpg,133,83,174,241,0,train
000677.jpg,86,34,122,169,0,train
000678.jpg,88,80,107,148,0,train
000679.jpg,31,1,266,371,0,train
000680.jpg,91,68,127,176,0,train
000681.jpg,28,67,122,169,0,train
000682.jpg,101,28,75,104,0,train
000683.jpg,86,23,226,313,0,train
000684.jpg,8,26,112,155,0,train
000685.jpg,220,36,104,144,0,train
000686.jpg,186,48,161,223,0,train
000687.jpg,113,29,257,356,0,train
000688.jpg,100,33,192,266,0,train
000689.jpg,93,74,255,364,0,train
000690.jpg,22,54,140,194,0,train
000691.jpg,461,99,242,335,0,train
000692.jpg,546,98,369,511,0,train
000693.jpg,100,73,179,248,0,train
000694.jpg,92,89,307,436,0,train
000695.jpg,36,40,176,229,0,train
000696.jpg,181,70,94,130,0,train
000697.jpg,176,23,140,194,0,train
000698.jpg,200,29,88,122,0,train
000699.jpg,99,83,289,400,0,train
000700.jpg,231,63,120,166,0,train
000701.jpg,108,113,156,216,0,train
000702.jpg,137,187,286,396,0,train
000703.jpg,114,98,151,209,0,train
000704.jpg,85,42,75,104,0,train
000705.jpg,42,44,52,72,0,train
000706.jpg,42,41,94,130,0,train
000707.jpg,66,37,122,169,0,train
000708.jpg,142,39,148,205,0,train
000709.jpg,78,90,205,282,0,train
000710.jpg,94,78,205,284,0,train
000711.jpg,110,40,75,104,0,train
000712.jpg,69,66,169,234,0,train
000713.jpg,33,53,172,238,0,train
000714.jpg,153,72,273,378,0,train
000715.jpg,722,507,1149,1591,0,train
000716.jpg,134,104,83,115,0,train
000717.jpg,73,46,948,1422,0,train
000718.jpg,366,376,572,792,0,train
000719.jpg,158,87,130,180,0,train
000720.jpg,90,92,195,270,0,train
000721.jpg,952,252,385,533,0,train
000722.jpg,46,87,244,338,0,train
000723.jpg,345,138,395,547,0,train
000724.jpg,84,54,114,158,0,train
000725.jpg,16,33,140,194,0,train
000726.jpg,205,84,185,256,0,train
000727.jpg,440,99,208,288,0,train
000728.jpg,198,140,445,616,0,train
000729.jpg,61,53,237,328,0,train
000730.jpg,47,35,112,155,0,train
000731.jpg,123,15,65,90,0,train
000732.jpg,50,94,211,292,0,train
000733.jpg,71,131,265,366,0,train
